지정상품(국문),NICE분류,유사군코드,지정상품(영문),
공업용 암모니아 판매알선업,35,S2010,Sales arranging of volatile alkali [ammonia] for industrial purposes,
공업용 약품 판매알선업,35,S2010,Sales arranging of industrial chemicals,
공업용 에스테르 판매알선업,35,S2010,Sales arranging of ester for industrial purposes,
공업용 여과제 판매알선업,35,S2010,Sales arranging of filtering agents for industrial purposes,
공업용 열융착코팅제 판매알선업,35,S2010,Sales arranging of thermosetting coating agents for industrial purposes,
공업용 열전달액 판매알선업,35,S2010,Sales arranging of heat transfer fluids for industrial use,
공업용 염류 판매알선업,35,S2010,Sales arranging of salts for industrial purposes,
공업용 오일정화용 화학촉매제 판매알선업,35,S2010,Sales arranging of chemical additives for purifying oils for industrial purposes,
공업용 올리고펩타이드 판매알선업,35,S2010,Sales arranging of oligopeptides for industrial purposes,
공업용 요오드 판매알선업,35,S2010,Sales arranging of iodine for industrial purposes,
공업용 요오드화알칼리 판매알선업,35,S2010,Sales arranging of alkaline iodides for industrial purposes,
공업용 우레아제 판매알선업,35,S2010,Sales arranging of urease for industrial purposes,
공업용 우유효소 판매알선업,35,S2010,Sales arranging of milk ferments for industrial purposes,
공업용 유기복합코팅제 판매알선업,35,S2010,Sales arranging of organic complex coating agents for industrial purposes,
공업용 유연제 판매알선업,35,S2010,Sales arranging of emollients for industrial purposes,
공업용 유화제 판매알선업,35,S2010,Sales arranging of emulsifiers for industrial purposes,
공업용 이산화티타늄 판매알선업,35,S2010,Sales arranging of titanium dioxide for industrial purposes,
공업용 이산화티타늄(TiO2)슬러리 판매알선업,35,S2010,Sales arranging of TiO2 slurries for industrial purposes,
공업용 이산화티탄 판매알선업,35,S2010,Sales arranging of titan dioxide for industrial purposes,
공업용 인돌 판매알선업,35,S2010,Sales arranging of indole for industrial purposes,
공업용 인조흑연 판매알선업,35,S2010,Sales arranging of artificial graphite for industrial purposes,
공업용 자동차용 코팅제 판매알선업,35,S2010,Sales arranging of coating agents for automotives (for industrial purposes),
공업용 자성유체 판매알선업,35,S2010,Sales arranging of magnetic fluid for industrial purposes,
공업용 장뇌(樟腦) 판매알선업,35,S2010,"Sales arranging of camphor, for industrial purposes",
공업용 장뇌(樟腦) 판매알선업,35,S2010,Sales arranging of camphor for industrial purposes,
공업용 저반사코팅액 판매알선업,35,S2010,Sales arranging of low reflection coating solutions for industrial purposes,
공업용 적외선차단용 코팅제 판매알선업,35,S2010,Sales arranging of coating agents for blocking infrared rays for industrial purposes,
공업용 전기동광택제 판매알선업,35,S2010,Sales arranging of electrolytic copper polishes for industrial purposes,
공업용 정전기 방지제 판매알선업,35,S2010,Sales arranging of antistatic preparations for industrial purposes,
공업용 정전기 방지제 판매알선업,35,S2010,Sales arranging of anti-static preparations for industrial purposes,
공업용 정제수 판매알선업,35,S2010,Sales arranging of purified water for industrial purposes,
공업용 주방가전제품용 코팅제 판매알선업,35,S2010,Sales arranging of coating agents for kitchen appliances for industrial purposes,
공업용 증류수 판매알선업,35,S2010,Sales arranging of distilled water for industrial purposes,
공업용 지방산 판매알선업,35,S2010,Sales arranging of fatty acids for industrial use,
공업용 지방산 판매알선업,35,S2010,Sales arranging of fatty acids for industrial purposes,
공업용 차 추출물 판매알선업,35,S2010,Sales arranging of tea extracts for industrial purposes,
공업용 초산염 판매알선업,35,S2010,Sales arranging of acetates for industrial purposes,
공업용 친수성코팅제 판매알선업,35,S2010,Sales arranging of hydrophilic coating agents for industrial purposes,
공업용 친수성화학제 판매알선업,35,S2010,Sales arranging of hydrophilic chemicals for industrial purposes,
공업용 카본블랙 판매알선업,35,S2010,Sales arranging of carbon black for industrial purposes,
공업용 카세인 판매알선업,35,S2010,Sales arranging of casein for industrial purposes,
공업용 콜라겐 판매알선업,35,S2010,Sales arranging of collagen for industrial purposes,
공업용 콜로디온 판매알선업,35,S2010,Sales arranging of collodion for industrial purposes,
공업용 퀘브라초 판매알선업,35,S2010,Sales arranging of quebracho for industrial purposes,
공업용 키토산 판매알선업,35,S2010,Sales arranging of chitosan for industrial purposes,
공업용 키토산 판매알선업,35,S2010,Sales arranging of chitosans for industrial purposes,
공업용 타르타르크림 판매알선업,35,S2010,Sales arranging of cream of tartar for industrial purposes,
공업용 탄소 판매알선업,35,S2010,Sales arranging of carbon for industrial purposes,
공업용 탄화규소 판매알선업,35,S2010,Sales arranging of silicon carbide for industrial purposes,
공업용 탈색제 판매알선업,35,S2010,Sales arranging of bleaching preparations [decolorants] for industrial purposes,
공업용 탈색제 판매알선업,35,S2010,Sales arranging of decolorants for industrial purposes,
공업용 탈수제 판매알선업,35,S2010,Sales arranging of dehydrating preparations for industrial purposes,
공업용 탈청제 판매알선업,35,S2010,Sales arranging of rust removers for industrial purposes,
공업용 탈황제 판매알선업,35,S2010,Sales arranging of desulfurization chemicals for industrial purposes,
공업용 태양전지용 코팅제 판매알선업,35,S2010,Sales arranging of coating agents for solar batteries for industrial purposes,
공업용 트립신 판매알선업,35,S2010,Sales arranging of trypsins for industrial purposes,
공업용 티몰 판매알선업,35,S2010,Sales arranging of thymol for industrial purposes,
공업용 페놀 판매알선업,35,S2010,Sales arranging of phenol for industrial purposes,
공업용 펙틴 판매알선업,35,S2010,Sales arranging of pectin for industrial purposes,
공업용 펩신 판매알선업,35,S2010,Sales arranging of pepsins for industrial purposes,
공업용 펩타이드 판매알선업,35,S2010,Sales arranging of peptides for industrial purposes,
공업용 폐수처리용 화학제 판매알선업,35,S2010,Sales arranging of waste water treatment chemicals for industrial use,
공업용 포도당 판매알선업,35,S2010,Sales arranging of glucose for industrial purposes,
공업용 폴리머합성물 판매알선업,35,S2010,Sales arranging of polymer compositions for industrial purposes,
공업용 표백제 판매알선업,35,S2010,Sales arranging of industrial bleaching products,
공업용 플라보노이드(페놀성 화합물) 판매알선업,35,S2010,Sales arranging of flavonoids [phenolic compounds] for industrial purposes,
공업용 하수처리장치용 악취저감제 판매알선업,35,S2010,Sales arranging of odor reducing preparations for sewage treatment apparatuses for industrial purposes,
공업용 해수(海水) 판매알선업,35,S2010,Sales arranging of seawater for industrial purposes,
공업용 해수(海水) 판매알선업,35,S2010,Sales arranging of sea water for industrial purposes,
공업용 화학제 판매알선업,35,S2010,Sales arranging of chemical preparations for use in industry,
공업용 화학제 판매알선업,35,S2010,Sales arranging of chemicals for industrial purposes,
공업용 화학제 판매알선업,35,S2010,Sales arranging of chemicals used in industry,
공업용 화학제 판매알선업,35,S2010,Sales arranging of chemicals for use in industry,
공업용 화학제 제조용 촉매제 판매알선업,35,S2010,Sales arranging of catalysts for use in the manufacture of industrial chemicals,
공업용 화학중간체 판매알선업,35,S2010,Sales arranging of chemical intermediates for industrial purposes,
공업용 화학첨가제 판매알선업,35,S2010,Sales arranging of chemical additives for industrial purposes,
공업용 화학코팅제 판매알선업,35,S2010,Sales arranging of chemical coating agents for industrial purposes,
공업용 효소 판매알선업,35,S2010,Sales arranging of enzymes for industrial purposes,
공업용 효소제 판매알선업,35,S2010,Sales arranging of enzyme preparations for industrial purposes,
공업용 휘발성알칼리 판매알선업,35,S2010,Sales arranging of volatile alkali for industrial purposes,
공업용 휘발성알칼리 판매알선업,35,S2010,Sales arranging of ammonia [volatile alkali] for industrial purposes,
공업용 흡착제 판매알선업,35,S2010,Sales arranging of adsorbents for industrial purposes,
공업제조용 산제거용 화학제 판매알선업,35,S2010,Sales arranging of chemical agents for removing acid in industrial manufacturing applications,
과망간산나트륨 판매알선업,35,S2010,Sales arranging of sodium permanganate,
과붕산나트륨 판매알선업,35,S2010,Sales arranging of sodium perborate,
과붕산염소다 판매알선업,35,S2010,Sales arranging of perborate of soda,
과산화바륨 판매알선업,35,S2010,Sales arranging of barium peroxides,
과산화증류수 판매알선업,35,S2010,Sales arranging of oxygenated distilled water,
과산화칼슘 판매알선업,35,S2010,Sales arranging of calcium peroxide,
과염소산 판매알선업,35,S2010,Sales arranging of perchloric acid,
과염소산암모늄 판매알선업,35,S2010,Sales arranging of ammonium perchlorate,
과염소산염 판매알선업,35,S2010,Sales arranging of perchlorates,
과일주스제조용 효소 판매알선업,35,S2010,Sales arranging of enzymes for use in the manufacture of fruit juice,
과자제조용 화학제 판매알선업,35,S2010,Sales arranging of chemicals used in the manufacture of confectionery,
과탄산염 판매알선업,35,S2010,Sales arranging of percarbonates,
과학 또는 연구용 진단시약 판매알선업,35,S2010,Sales arranging of diagnostic reagents for scientific or research use,
과학 또는 연구용 진단제(의료용은 제외) 판매알선업,35,S2010,Sales arranging of diagnostic preparations for scientific or research use other than for medical use,
과학 또는 의학연구용 시약 판매알선업,35,S2010,Sales arranging of reagents for scientific or medical research use,
과학 및 연구용 효소 판매알선업,35,S2010,Sales arranging of enzymes for scientific and research purposes,
과학연구용 세포배양용 세포배양매체 판매알선업,35,S2010,Sales arranging of cell growth media for growing cells for use in scientific research,
과학용 단일 클론 항체 판매알선업,35,S2010,Sales arranging of monoclonal antibodies for scientific purposes,
과학용 또는 실험실용 단백질분석용 마커 판매알선업,35,S2010,Sales arranging of markers for analyzing poteins for scientific or laboratory purposes,
과학용 또는 실험실용 단백질분석용 시약 판매알선업,35,S2010,Sales arranging of reagents for analyzing poteins for scientific or laboratory purposes,
